LOCAL,ANO,LINHAGEM,ENV,GEN,BLOCO,GY
SG SEQUEIRO,2020,ORS 1403,E6,G3,3,1508.37052062204
SG SEQUEIRO,2020,TBIO ATON,E6,G4,1,1510.75050709939
SG SEQUEIRO,2020,TBIO ATON,E6,G4,2,1164.86815415822
SG SEQUEIRO,2020,TBIO ATON,E6,G4,3,1117.16024340771
SG SEQUEIRO,2020,TBIO DUQUE,E6,G5,1,604.300202839757
SG SEQUEIRO,2020,TBIO DUQUE,E6,G5,2,1224.50304259635
SG SEQUEIRO,2020,TBIO DUQUE,E6,G5,3,1506.77484787018
SG SEQUEIRO,2020,VI 09004,E6,G6,1,1043.62407031778
SG SEQUEIRO,2020,VI 09004,E6,G6,2,2648.59139057922
SG SEQUEIRO,2020,VI 09004,E6,G6,3,1035.71782736083
SG SEQUEIRO,2020,VI 09007,E6,G7,1,1924.21906693712
SG SEQUEIRO,2020,VI 09007,E6,G7,2,1164.86815415822
SG SEQUEIRO,2020,VI 09007,E6,G7,3,938.255578093306
SG SEQUEIRO,2020,VI 09031,E6,G8,1,2499.08496732026
SG SEQUEIRO,2020,VI 09031,E6,G8,2,1566.82443092179
SG SEQUEIRO,2020,VI 09031,E6,G8,3,987.09939148073
SG SEQUEIRO,2020,VI 09037,E6,G9,1,1965.7200811359
SG SEQUEIRO,2020,VI 09037,E6,G9,2,794.230335812486
SG SEQUEIRO,2020,VI 09037,E6,G9,3,1143.69168356998
SG SEQUEIRO,2020,VI 130679,E6,G10,1,1526.65314401623
SG SEQUEIRO,2020,VI 130679,E6,G10,2,1431.23732251521
SG SEQUEIRO,2020,VI 130679,E6,G10,3,906.450304259635
SG SEQUEIRO,2020,VI 130755,E6,G11,1,2246.24746450304
SG SEQUEIRO,2020,VI 130755,E6,G11,2,1526.65314401623
SG SEQUEIRO,2020,VI 130755,E6,G11,3,1514.7261663286
SG SEQUEIRO,2020,VI 130758,E6,G12,1,1497.01149425287
SG SEQUEIRO,2020,VI 130758,E6,G12,2,2133.44151453685
SG SEQUEIRO,2020,VI 130758,E6,G12,3,1364.92224475997
SG SEQUEIRO,2020,VI 131313,E6,G13,1,1068.55983772819
SG SEQUEIRO,2020,VI 131313,E6,G13,2,395.762902862294
SG SEQUEIRO,2020,VI 131313,E6,G13,3,795.483434753212
SG SEQUEIRO,2020,VI 14001,E6,G14,1,1578.33671399594
SG SEQUEIRO,2020,VI 14001,E6,G14,2,1164.86815415822
SG SEQUEIRO,2020,VI 14001,E6,G14,3,763.326572008114
SG SEQUEIRO,2020,VI 14022,E6,G15,1,1663.24994365562
SG SEQUEIRO,2020,VI 14022,E6,G15,2,1383.37615505973
SG SEQUEIRO,2020,VI 14022,E6,G15,3,1331.39959432049
SG SEQUEIRO,2020,VI 14026,E6,G16,1,1389.12778904665
SG SEQUEIRO,2020,VI 14026,E6,G16,2,1955.06874013973
SG SEQUEIRO,2020,VI 14026,E6,G16,3,1780.93306288032
SG SEQUEIRO,2020,VI 14050,E6,G17,1,1000
SG SEQUEIRO,2020,VI 14050,E6,G17,2,950
SG SEQUEIRO,2020,VI 14050,E6,G17,3,900
SG SEQUEIRO,2020,VI 14055,E6,G18,1,979.265269326121
SG SEQUEIRO,2020,VI 14055,E6,G18,2,1343.55194951544
SG SEQUEIRO,2020,VI 14055,E6,G18,3,897.006986702727
SG SEQUEIRO,2020,VI 14088,E6,G19,1,2169.1908947487
SG SEQUEIRO,2020,VI 14088,E6,G19,2,1166.18886635114
SG SEQUEIRO,2020,VI 14088,E6,G19,3,1237.83186837954
SG SEQUEIRO,2020,VI 14118,E6,G20,1,1036.47058823529
SG SEQUEIRO,2020,VI 14118,E6,G20,2,2144.42190669371
SG SEQUEIRO,2020,VI 14118,E6,G20,3,1175.46089700248
SG SEQUEIRO,2020,VI 14127,E6,G21,1,1159.54022988506
SG SEQUEIRO,2020,VI 14127,E6,G21,2,2370.88122605364
SG SEQUEIRO,2020,VI 14127,E6,G21,3,1928.58237547893
SG SEQUEIRO,2020,VI 14194,E6,G22,1,1711.56637367591
SG SEQUEIRO,2020,VI 14194,E6,G22,2,1425.64345278341
SG SEQUEIRO,2020,VI 14194,E6,G22,3,2001.46044624747
SG SEQUEIRO,2020,VI 14197,E6,G23,1,2657.65156637368
SG SEQUEIRO,2020,VI 14197,E6,G23,2,1007.52760874465
SG SEQUEIRO,2020,VI 14197,E6,G23,3,801.262114041019
SG SEQUEIRO,2020,VI 14204,E6,G24,1,2278.41784989858
SG SEQUEIRO,2020,VI 14204,E6,G24,2,2109.20892494929
SG SEQUEIRO,2020,VI 14204,E6,G24,3,1235.61866125761
SG SEQUEIRO,2020,VI 14208,E6,G25,1,2365.39553752536
SG SEQUEIRO,2020,VI 14208,E6,G25,2,1109.39824205544
SG SEQUEIRO,2020,VI 14208,E6,G25,3,1077.70114942529
SG SEQUEIRO,2020,VI 14214,E6,G26,1,1745.31440162272
SG SEQUEIRO,2020,VI 14214,E6,G26,2,1468.28036961911
SG SEQUEIRO,2020,VI 14214,E6,G26,3,1088.34798287131
SG SEQUEIRO,2020,VI 14239,E6,G27,1,1000
SG SEQUEIRO,2020,VI 14239,E6,G27,2,1000
SG SEQUEIRO,2020,VI 14239,E6,G27,3,1050
SG SEQUEIRO,2020,VI 14327,E6,G28,1,1273.50912778905
SG SEQUEIRO,2020,VI 14327,E6,G28,2,1391.42663962137
SG SEQUEIRO,2020,VI 14327,E6,G28,3,892.242506197882
SG SEQUEIRO,2020,VI 14426,E6,G29,1,2195.02366463827
SG SEQUEIRO,2020,VI 14426,E6,G29,2,1739.37795807978
SG SEQUEIRO,2020,VI 14426,E6,G29,3,875.632183908046
SG SEQUEIRO,2020,VI 14668,E6,G30,1,2492.67523101195
SG SEQUEIRO,2020,VI 14668,E6,G30,2,1794.56840207347
SG SEQUEIRO,2020,VI 14668,E6,G30,3,1297.61099842236
SG SEQUEIRO,2020,VI 14708,E6,G31,1,1147.73495605139
SG SEQUEIRO,2020,VI 14708,E6,G31,2,1064.90872210953
SG SEQUEIRO,2020,VI 14708,E6,G31,3,867.703403200361
SG SEQUEIRO,2020,VI 14774,E6,G32,1,1848.50574712644
SG SEQUEIRO,2020,VI 14774,E6,G32,2,2391.72413793103
SG SEQUEIRO,2020,VI 14774,E6,G32,3,1637.47126436782
SG SEQUEIRO,2020,VI 14867,E6,G33,1,1743.34009465855
SG SEQUEIRO,2020,VI 14867,E6,G33,2,1529.384719405
SG SEQUEIRO,2020,VI 14867,E6,G33,3,1481.83908045977
SG SEQUEIRO,2020,VI 14881,E6,G34,1,1000
SG SEQUEIRO,2020,VI 14881,E6,G34,2,1200
SG SEQUEIRO,2020,VI 14881,E6,G34,3,1300
SG SEQUEIRO,2020,VI 14950,E6,G35,1,1300
SG SEQUEIRO,2020,VI 14950,E6,G35,2,1250
SG SEQUEIRO,2020,VI 14950,E6,G35,3,1000
SG SEQUEIRO,2020,VI 14980,E6,G36,1,678.43137254902
SG SEQUEIRO,2020,VI 14980,E6,G36,2,1867.63578994816
SG SEQUEIRO,2020,VI 14980,E6,G36,3,1403.65111561866
SG IRRIGADO,2020,BRS 264,E7,G1,1,4752.9321613703
SG IRRIGADO,2020,BRS 264,E7,G1,2,5277.42168131621
SG IRRIGADO,2020,BRS 264,E7,G1,3,5232.69776876268
SG IRRIGADO,2020,CD 151,E7,G2,1,5140.77079107505
SG IRRIGADO,2020,CD 151,E7,G2,2,5092.57606490872
SG IRRIGADO,2020,CD 151,E7,G2,3,4839.5537525355
SG IRRIGADO,2020,ORS 1403,E7,G3,1,5177.1106603561
SG IRRIGADO,2020,ORS 1403,E7,G3,2,5075.91615956728
SG IRRIGADO,2020,ORS 1403,E7,G3,3,5205.44512057697
SG IRRIGADO,2020,TBIO ATON,E7,G4,1,4500
SG IRRIGADO,2020,TBIO ATON,E7,G4,2,4300
SG IRRIGADO,2020,TBIO ATON,E7,G4,3,4250
SG IRRIGADO,2020,TBIO DUQUE,E7,G5,1,4100
SG IRRIGADO,2020,TBIO DUQUE,E7,G5,2,4200
SG IRRIGADO,2020,TBIO DUQUE,E7,G5,3,4300
SG IRRIGADO,2020,VI 09004,E7,G6,1,3642.89384719405
SG IRRIGADO,2020,VI 09004,E7,G6,2,3993.32882578319
SG IRRIGADO,2020,VI 09004,E7,G6,3,3581.77146720757
SG IRRIGADO,2020,VI 09007,E7,G7,1,3521.43790849673
SG IRRIGADO,2020,VI 09007,E7,G7,2,3018.95424836601
SG IRRIGADO,2020,VI 09007,E7,G7,3,3209.41176470588
SG IRRIGADO,2020,VI 09031,E7,G8,1,2812.76538201488
SG IRRIGADO,2020,VI 09031,E7,G8,2,3054.55037187289
SG IRRIGADO,2020,VI 09031,E7,G8,3,3441.40635564571
SG IRRIGADO,2020,VI 09037,E7,G9,1,4000
SG IRRIGADO,2020,VI 09037,E7,G9,2,3950
SG IRRIGADO,2020,VI 09037,E7,G9,3,3960
SG IRRIGADO,2020,VI 130679,E7,G10,1,4200
SG IRRIGADO,2020,VI 130679,E7,G10,2,4100
SG IRRIGADO,2020,VI 130679,E7,G10,3,3800
SG IRRIGADO,2020,VI 130755,E7,G11,1,4274.45571331981
SG IRRIGADO,2020,VI 130755,E7,G11,2,4553.75253549696
SG IRRIGADO,2020,VI 130755,E7,G11,3,4363.50687401397
SG IRRIGADO,2020,VI 130758,E7,G12,1,4060
SG IRRIGADO,2020,VI 130758,E7,G12,2,4530
SG IRRIGADO,2020,VI 130758,E7,G12,3,3260
SG IRRIGADO,2020,VI 131313,E7,G13,1,4860
SG IRRIGADO,2020,VI 131313,E7,G13,2,3780
SG IRRIGADO,2020,VI 131313,E7,G13,3,3600
SG IRRIGADO,2020,VI 14001,E7,G14,1,4516.56524678837
SG IRRIGADO,2020,VI 14001,E7,G14,2,4741.94275411314
SG IRRIGADO,2020,VI 14001,E7,G14,3,4439.93689429795
SG IRRIGADO,2020,VI 14022,E7,G15,1,4477.05206220419
SG IRRIGADO,2020,VI 14022,E7,G15,2,4082.13657876944
SG IRRIGADO,2020,VI 14022,E7,G15,3,4875.99729546991
SG IRRIGADO,2020,VI 14026,E7,G16,1,5421.90669371197
SG IRRIGADO,2020,VI 14026,E7,G16,2,4851.60243407708
SG IRRIGADO,2020,VI 14026,E7,G16,3,4827.50507099392
SG IRRIGADO,2020,VI 14050,E7,G17,1,3280
SG IRRIGADO,2020,VI 14050,E7,G17,2,3480
SG IRRIGADO,2020,VI 14050,E7,G17,3,3900
SG IRRIGADO,2020,VI 14055,E7,G18,1,4908.53279242732
SG IRRIGADO,2020,VI 14055,E7,G18,2,4629.54699121028
SG IRRIGADO,2020,VI 14055,E7,G18,3,5078.35023664638
SG IRRIGADO,2020,VI 14088,E7,G19,1,4000
SG IRRIGADO,2020,VI 14088,E7,G19,2,3900
SG IRRIGADO,2020,VI 14088,E7,G19,3,3800
SG IRRIGADO,2020,VI 14118,E7,G20,1,4470
SG IRRIGADO,2020,VI 14118,E7,G20,2,4810
SG IRRIGADO,2020,VI 14118,E7,G20,3,3210
SG IRRIGADO,2020,VI 14127,E7,G21,1,4080
SG IRRIGADO,2020,VI 14127,E7,G21,2,4760
SG IRRIGADO,2020,VI 14127,E7,G21,3,4520
SG IRRIGADO,2020,VI 14194,E7,G22,1,4080
SG IRRIGADO,2020,VI 14194,E7,G22,2,4760
SG IRRIGADO,2020,VI 14194,E7,G22,3,4520
SG IRRIGADO,2020,VI 14197,E7,G23,1,4650.33130493577
SG IRRIGADO,2020,VI 14197,E7,G23,2,5073.45503718729
SG IRRIGADO,2020,VI 14197,E7,G23,3,4424.66531440162
SG IRRIGADO,2020,VI 14204,E7,G24,1,4700
SG IRRIGADO,2020,VI 14204,E7,G24,2,4570
SG IRRIGADO,2020,VI 14204,E7,G24,3,4210
SG IRRIGADO,2020,VI 14208,E7,G25,1,4090
SG IRRIGADO,2020,VI 14208,E7,G25,2,4090
SG IRRIGADO,2020,VI 14208,E7,G25,3,5210
SG IRRIGADO,2020,VI 14214,E7,G26,1,4348.92945684021
SG IRRIGADO,2020,VI 14214,E7,G26,2,4752.35519495154
SG IRRIGADO,2020,VI 14214,E7,G26,3,4901.62271805274
SG IRRIGADO,2020,VI 14239,E7,G27,1,3720
SG IRRIGADO,2020,VI 14239,E7,G27,2,3810
SG IRRIGADO,2020,VI 14239,E7,G27,3,3640
SG IRRIGADO,2020,VI 14327,E7,G28,1,4720
SG IRRIGADO,2020,VI 14327,E7,G28,2,3830
SG IRRIGADO,2020,VI 14327,E7,G28,3,4500
SG IRRIGADO,2020,VI 14426,E7,G29,1,4720
SG IRRIGADO,2020,VI 14426,E7,G29,2,3830
SG IRRIGADO,2020,VI 14426,E7,G29,3,4500
SG IRRIGADO,2020,VI 14668,E7,G30,1,3760
SG IRRIGADO,2020,VI 14668,E7,G30,2,3870
SG IRRIGADO,2020,VI 14668,E7,G30,3,4530
SG IRRIGADO,2020,VI 14708,E7,G31,1,5320
SG IRRIGADO,2020,VI 14708,E7,G31,2,3110
SG IRRIGADO,2020,VI 14708,E7,G31,3,4620
SG IRRIGADO,2020,VI 14774,E7,G32,1,4220
SG IRRIGADO,2020,VI 14774,E7,G32,2,4450
SG IRRIGADO,2020,VI 14774,E7,G32,3,4420
SG IRRIGADO,2020,VI 14867,E7,G33,1,4728.53729997746
SG IRRIGADO,2020,VI 14867,E7,G33,2,4484.58868604913
SG IRRIGADO,2020,VI 14867,E7,G33,3,4114.5999549245
SG IRRIGADO,2020,VI 14881,E7,G34,1,3920
SG IRRIGADO,2020,VI 14881,E7,G34,2,3460
SG IRRIGADO,2020,VI 14881,E7,G34,3,3630
SG IRRIGADO,2020,VI 14950,E7,G35,1,3460
SG IRRIGADO,2020,VI 14950,E7,G35,2,3350
SG IRRIGADO,2020,VI 14950,E7,G35,3,3680
SG IRRIGADO,2020,VI 14980,E7,G36,1,4540.53639846744
SG IRRIGADO,2020,VI 14980,E7,G36,2,4296.85823754789
SG IRRIGADO,2020,VI 14980,E7,G36,3,5015.70881226054
SETE LAGOAS,2020,BRS 264,E8,G1,1,3100
SETE LAGOAS,2020,BRS 264,E8,G1,2,2133.33333333333
SETE LAGOAS,2020,BRS 264,E8,G1,3,3566.66666666667
SETE LAGOAS,2020,CD 151,E8,G2,1,3383.33333333333
SETE LAGOAS,2020,CD 151,E8,G2,2,1000
SETE LAGOAS,2020,CD 151,E8,G2,3,2416.66666666667
SETE LAGOAS,2020,ORS 1403,E8,G3,1,750
SETE LAGOAS,2020,ORS 1403,E8,G3,2,2266.66666666667
SETE LAGOAS,2020,ORS 1403,E8,G3,3,2333.33333333333
SETE LAGOAS,2020,TBIO ATON,E8,G4,1,2733.33333333333
SETE LAGOAS,2020,TBIO ATON,E8,G4,2,5750
SETE LAGOAS,2020,TBIO ATON,E8,G4,3,1766.66666666667
SETE LAGOAS,2020,TBIO DUQUE,E8,G5,1,2000
SETE LAGOAS,2020,TBIO DUQUE,E8,G5,2,1916.66666666667
SETE LAGOAS,2020,TBIO DUQUE,E8,G5,3,2116.66666666667
SETE LAGOAS,2020,VI 09004,E8,G6,1,5583.33333333333
SETE LAGOAS,2020,VI 09004,E8,G6,2,4666.66666666667
SETE LAGOAS,2020,VI 09004,E8,G6,3,4216.66666666667
SETE LAGOAS,2020,VI 09007,E8,G7,1,4416.66666666667
SETE LAGOAS,2020,VI 09007,E8,G7,2,1933.33333333333
SETE LAGOAS,2020,VI 09007,E8,G7,3,1733.33333333333
SETE LAGOAS,2020,VI 09031,E8,G8,1,3550
SETE LAGOAS,2020,VI 09031,E8,G8,2,1500
SETE LAGOAS,2020,VI 09031,E8,G8,3,3483.33333333333
SETE LAGOAS,2020,VI 09037,E8,G9,1,4550
SETE LAGOAS,2020,VI 09037,E8,G9,2,3000
SETE LAGOAS,2020,VI 09037,E8,G9,3,1750
SETE LAGOAS,2020,VI 130679,E8,G10,1,3366.66666666667
SETE LAGOAS,2020,VI 130679,E8,G10,2,1300
SETE LAGOAS,2020,VI 130679,E8,G10,3,2550
SETE LAGOAS,2020,VI 130755,E8,G11,1,3816.66666666667
SETE LAGOAS,2020,VI 130755,E8,G11,2,1983.33333333333
SETE LAGOAS,2020,VI 130755,E8,G11,3,3000
SETE LAGOAS,2020,VI 130758,E8,G12,1,5133.33333333333
SETE LAGOAS,2020,VI 130758,E8,G12,2,1533.33333333333
SETE LAGOAS,2020,VI 130758,E8,G12,3,2016.66666666667
SETE LAGOAS,2020,VI 131313,E8,G13,1,6750
SETE LAGOAS,2020,VI 131313,E8,G13,2,2566.66666666667
SETE LAGOAS,2020,VI 131313,E8,G13,3,3133.33333333333
SETE LAGOAS,2020,VI 14001,E8,G14,1,4000
SETE LAGOAS,2020,VI 14001,E8,G14,2,2366.66666666667
SETE LAGOAS,2020,VI 14001,E8,G14,3,3916.66666666667
SETE LAGOAS,2020,VI 14022,E8,G15,1,3000
SETE LAGOAS,2020,VI 14022,E8,G15,2,1800
SETE LAGOAS,2020,VI 14022,E8,G15,3,3050
SETE LAGOAS,2020,VI 14026,E8,G16,1,3450
SETE LAGOAS,2020,VI 14026,E8,G16,2,3666.66666666667
SETE LAGOAS,2020,VI 14026,E8,G16,3,4033.33333333333
SETE LAGOAS,2020,VI 14050,E8,G17,1,2016.66666666667
SETE LAGOAS,2020,VI 14050,E8,G17,2,3600
SETE LAGOAS,2020,VI 14050,E8,G17,3,1883.33333333333
SETE LAGOAS,2020,VI 14055,E8,G18,1,3733.33333333333
SETE LAGOAS,2020,VI 14055,E8,G18,2,4333.33333333333
SETE LAGOAS,2020,VI 14055,E8,G18,3,4750
SETE LAGOAS,2020,VI 14088,E8,G19,1,5133.33333333333
SETE LAGOAS,2020,VI 14088,E8,G19,2,1866.66666666667
SETE LAGOAS,2020,VI 14088,E8,G19,3,3516.66666666667
SETE LAGOAS,2020,VI 14118,E8,G20,1,2483.33333333333
SETE LAGOAS,2020,VI 14118,E8,G20,2,2850
SETE LAGOAS,2020,VI 14118,E8,G20,3,4450
SETE LAGOAS,2020,VI 14127,E8,G21,1,3333.33333333333
SETE LAGOAS,2020,VI 14127,E8,G21,2,3300
SETE LAGOAS,2020,VI 14127,E8,G21,3,3683.33333333333
SETE LAGOAS,2020,VI 14194,E8,G22,1,1000
SETE LAGOAS,2020,VI 14194,E8,G22,2,4033.33333333333
SETE LAGOAS,2020,VI 14194,E8,G22,3,2483.33333333333
SETE LAGOAS,2020,VI 14197,E8,G23,1,1416.66666666667
SETE LAGOAS,2020,VI 14197,E8,G23,2,4700
SETE LAGOAS,2020,VI 14197,E8,G23,3,4350
SETE LAGOAS,2020,VI 14204,E8,G24,1,983.333333333333
SETE LAGOAS,2020,VI 14204,E8,G24,2,2066.66666666667
SETE LAGOAS,2020,VI 14204,E8,G24,3,3150
SETE LAGOAS,2020,VI 14208,E8,G25,1,1200
SETE LAGOAS,2020,VI 14208,E8,G25,2,1333.33333333333
SETE LAGOAS,2020,VI 14208,E8,G25,3,1983.33333333333
SETE LAGOAS,2020,VI 14214,E8,G26,1,2400
SETE LAGOAS,2020,VI 14214,E8,G26,2,2000
SETE LAGOAS,2020,VI 14214,E8,G26,3,2633.33333333333
SETE LAGOAS,2020,VI 14239,E8,G27,1,1900
SETE LAGOAS,2020,VI 14239,E8,G27,2,2016.66666666667
SETE LAGOAS,2020,VI 14239,E8,G27,3,3450
SETE LAGOAS,2020,VI 14327,E8,G28,1,3000
SETE LAGOAS,2020,VI 14327,E8,G28,2,2583.33333333333
SETE LAGOAS,2020,VI 14327,E8,G28,3,3516.66666666667
SETE LAGOAS,2020,VI 14426,E8,G29,1,2700
SETE LAGOAS,2020,VI 14426,E8,G29,2,3200
SETE LAGOAS,2020,VI 14426,E8,G29,3,2166.66666666667
SETE LAGOAS,2020,VI 14668,E8,G30,1,3450
SETE LAGOAS,2020,VI 14668,E8,G30,2,4433.33333333333
SETE LAGOAS,2020,VI 14668,E8,G30,3,3716.66666666667
SETE LAGOAS,2020,VI 14708,E8,G31,1,2633.33333333333
SETE LAGOAS,2020,VI 14708,E8,G31,2,2700
SETE LAGOAS,2020,VI 14708,E8,G31,3,3950
SETE LAGOAS,2020,VI 14774,E8,G32,1,6166.66666666667
SETE LAGOAS,2020,VI 14774,E8,G32,2,4333.33333333333
SETE LAGOAS,2020,VI 14774,E8,G32,3,2550
SETE LAGOAS,2020,VI 14867,E8,G33,1,6166.66666666667
SETE LAGOAS,2020,VI 14867,E8,G33,2,3666.66666666667
SETE LAGOAS,2020,VI 14867,E8,G33,3,1983.33333333333
SETE LAGOAS,2020,VI 14881,E8,G34,1,1500
SETE LAGOAS,2020,VI 14881,E8,G34,2,2783.33333333333
SETE LAGOAS,2020,VI 14881,E8,G34,3,3083.33333333333
SETE LAGOAS,2020,VI 14950,E8,G35,1,2100
SETE LAGOAS,2020,VI 14950,E8,G35,2,5900
SETE LAGOAS,2020,VI 14950,E8,G35,3,3450
SETE LAGOAS,2020,VI 14980,E8,G36,1,6383.33333333333
SETE LAGOAS,2020,VI 14980,E8,G36,2,4833.33333333333
SETE LAGOAS,2020,VI 14980,E8,G36,3,3300
